# No failure
# Map 2
# No. iterations: 18
# Best performance: 1.34
# Best index: 26460
9336 1.170
22852 0.580
19470 0.245
26460 1.34
11448 0.44
29507 0.72
622 0.39
19892 0.51
161 1.335
4353 0.350
22766 1.34
14188 0.51
11564 1.18
440 1.15
16087 1.09
18178 1.13
2002 0.985
22827 1.04
