27 27 22 5 34 26 31 30 19 27
36 26 38 34 41 32 26 25 36 25
19 17 17 13 15 18 12 17 14 19
32 25 21 29 20 33 25 35 26 20
28 28 38 33 38 23 28 32 11 41
12 17 15 20 16 16 17 15 16 21
