28 19 19 18 21 24 27 34 20 29
18 14 17 17 22 26 19 16 13 16
14 10 18 15 8 10 12 11 12 13
11 15 20 21 17 20 27 17 37 16
23 16 29 26 34 15 25 23 21 27
13 13 9 12 10 13 15 12 12 10
