8.546580987792479212e-01 7.967044917338373944e-01
8.067985285271848106e-01 7.699566859988209444e-01
8.152510500951801742e-01 8.016792325393117258e-01
8.195385301125713839e-01 8.160225409896912918e-01
8.210411663139045579e-01 8.184344152407867501e-01
8.086479232332853817e-01 7.871467833402728820e-01
8.020959240163764159e-01 7.993868508838127829e-01
8.197763804049031933e-01 7.947530567879215191e-01
8.158254315816290125e-01 7.822361083427988859e-01
8.127811043344066455e-01 7.957861328640223331e-01
8.215996860521512790e-01 8.060512802006802868e-01
8.120762043408122910e-01 8.041311006918745452e-01
8.191325443265168316e-01 7.860214393791516985e-01
8.129912525506671761e-01 7.985507537567456682e-01
8.035587475909699018e-01 8.116424669878626874e-01
8.151875349365701462e-01 8.048061919735264302e-01
