8.981500000000000039e-01 8.978000000000000425e-01
8.973499999999999810e-01 8.943499999999999783e-01
8.972999999999999865e-01 8.937749999999999861e-01
8.998000000000000442e-01 8.946250000000000036e-01
8.963499999999999801e-01 8.963250000000000384e-01
9.000500000000000167e-01 8.959000000000000297e-01
8.977500000000000480e-01 8.968000000000000416e-01
8.998000000000000442e-01 8.981749999999999456e-01
8.982999999999999874e-01 8.947749999999999870e-01
8.995499999999999607e-01 8.939749999999999641e-01
8.987500000000000488e-01 8.870999999999999996e-01
8.972999999999999865e-01 8.874499999999999611e-01
9.020000000000000240e-01 8.876749999999999918e-01
8.984499999999999709e-01 8.870000000000000107e-01
8.993999999999999773e-01 8.895750000000000046e-01
8.971999999999999975e-01 8.890749999999999487e-01
8.961999999999999966e-01 8.868749999999999689e-01
9.005499999999999616e-01 8.867000000000000437e-01
8.981999999999999984e-01 8.873499999999999721e-01
8.984499999999999709e-01 8.867249999999999854e-01
